id_venda,id_cliente,id_produto,quantidade,data_venda
101765,362,5,2,2020-03-12
101766,345,80,4,2020-03-30
101767,61,18,4,2020-03-13
101768,284,2,2,2020-03-06
101769,5,1,3,2020-03-06
101770,154,24,2,2020-03-22
101771,55,35,5,2020-03-12
101772,45,50,1,2020-03-22
101773,258,2,3,2020-03-04
101774,64,32,4,2020-03-23
101775,431,123,4,2020-03-27
101776,357,24,4,2020-03-15
101777,354,5,2,2020-03-18
101778,186,444,2,2020-03-26
101779,441,47,1,2020-03-24
101780,291,13,2,2020-03-17
101781,341,11,3,2020-03-27
101782,97,50,2,2020-03-19
101783,358,33,4,2020-03-09
101784,386,39,1,2020-03-27
101785,138,3,3,2020-03-16
101786,139,8,1,2020-03-24
101787,9,3,3,2020-03-14
101788,88,10,2,2020-03-10
101789,181,37,1,2020-03-11
101790,364,10,4,2020-03-05
101791,91,3,2,2020-03-06
101792,497,40,2,2020-03-21
101793,23,44,4,2020-03-14
101794,481,30,5,2020-03-22
101795,309,22,5,2020-03-26
101796,205,80,1,2020-03-29
101797,260,1,4,2020-03-20
101798,397,21,5,2020-03-04
101799,228,41,2,2020-03-03
101800,229,6,4,2020-03-17
101801,280,32,3,2020-03-10
101802,498,21,1,2020-03-21
101803,131,2,3,2020-03-02
101804,45,6,1,2020-03-24
101805,397,35,5,2020-03-14
101806,353,6,1,2020-03-10
101807,176,41,5,2020-03-12
101808,353,5,4,2020-03-29
101809,437,38,2,2020-03-27
101810,269,2,2,2020-03-29
101811,470,10,2,2020-03-28
101812,22,16,5,2020-03-26
101813,480,2,2,2020-03-02
101814,144,11,5,2020-03-30
101815,258,37,4,2020-03-01
101816,326,8,1,2020-03-23
101817,25,8,3,2020-03-17
101818,470,5,4,2020-03-03
101819,470,5,5,2020-03-15
101820,331,10,4,2020-03-12
101821,71,46,2,2020-03-11
101822,167,17,3,2020-03-05
101823,398,43,2,2020-03-18
101824,185,10,1,2020-03-28
101825,213,5,5,2020-03-28
101826,372,3,1,2020-03-27
101827,87,46,5,2020-03-25
101828,397,10,5,2020-03-24
101829,332,5,3,2020-03-01
101830,346,2,1,2020-03-13
101831,23,40,4,2020-03-20
101832,27,1,4,2020-03-07
101833,50,30,2,2020-03-26
101834,312,10,4,2020-03-04
101835,394,45,1,2020-03-17
101836,7,8,1,2020-03-30
101837,180,6,1,2020-03-13
101838,399,35,1,2020-03-11
101839,260,8,4,2020-03-19
101840,208,27,5,2020-03-25
101841,161,8,2,2020-03-25
101842,327,10,4,2020-03-11
101843,113,8,4,2020-03-03
101844,125,6,2,2020-03-06
101845,239,35,1,2020-03-06
101846,18,36,4,2020-03-20
101847,266,2,1,2020-03-01
101848,222,13,5,2020-03-21
101849,61,2,4,2020-03-14
101850,455,1,5,2020-03-05
101851,450,12,4,2020-03-19
101852,275,41,1,2020-03-19
101853,455,47,4,2020-03-25
101854,264,10,3,2020-03-04
101855,86,43,1,2020-03-12
101856,277,6,3,2020-03-17
101857,77,5,3,2020-03-24
101858,62,15,2,2020-03-21
101859,104,2,2,2020-03-12
101860,439,5,3,2020-03-04
101861,471,10,1,2020-03-06
101862,140,10,1,2020-03-28
101863,268,1,2,2020-03-22
101864,152,6,1,2020-03-29
101865,124,1,5,2020-03-09
101866,102,10,1,2020-03-06
101867,247,2,1,2020-03-25
101868,368,10,1,2020-03-13
101869,420,2,1,2020-03-05
101870,104,33,1,2020-03-20
101871,205,27,2,2020-03-02
101872,456,29,1,2020-03-25
101873,361,45,5,2020-03-27
101874,346,12,4,2020-03-23
101875,402,18,5,2020-03-15
101876,231,46,5,2020-03-18
101877,50,46,4,2020-03-12
101878,488,6,1,2020-03-17
101879,70,48,3,2020-03-05
101880,495,12,3,2020-03-26
101881,354,8,3,2020-03-22
101882,475,3,3,2020-03-27
101883,298,48,4,2020-03-21
101884,109,48,3,2020-03-11
101885,461,37,3,2020-03-26
101886,307,20,1,2020-03-17
101887,365,444,5,2020-03-26
101888,176,5,5,2020-03-14
101889,376,6,4,2020-03-23
101890,493,8,4,2020-03-23
101891,446,28,4,2020-03-07
101892,435,12,4,2020-03-20
101893,422,20,5,2020-03-22
101894,352,6,2,2020-03-29
101895,95,39,1,2020-03-17
101896,184,48,2,2020-03-03
101897,366,49,2,2020-03-11
101898,425,1,2,2020-03-16
101899,365,28,3,2020-04-17
101900,385,5,1,2020-04-25
101901,299,6,2,2020-04-28
101902,188,37,5,2020-04-03
101903,279,24,4,2020-04-17
101904,259,6,2,2020-04-11
101905,469,123,4,2020-04-10
101906,54,2,4,2020-04-08
101907,196,6,3,2020-04-16
101908,370,44,5,2020-04-17
101909,350,3,1,2020-04-25
101910,201,10,4,2020-04-17
101911,175,1,5,2020-04-30
101912,357,10,3,2020-04-24
101913,448,23,4,2020-04-16
101914,344,17,1,2020-04-27
101915,403,40,4,2020-04-27
101916,298,8,5,2020-04-24
101917,368,2,5,2020-04-20
101918,17,48,4,2020-04-30
101919,370,48,3,2020-04-22
101920,241,1,4,2020-04-03
101921,439,20,2,2020-04-15
101922,387,1,2,2020-04-09
101923,230,5,4,2020-04-09
101924,371,1,2,2020-04-02
101925,235,49,2,2020-04-08
101926,450,123,2,2020-04-15
101927,449,1,1,2020-04-14
101928,128,6,1,2020-04-17
101929,390,37,2,2020-04-26
101930,161,49,4,2020-04-30
101931,114,5,4,2020-04-03
101932,343,444,4,2020-04-09
101933,115,444,3,2020-04-11
101934,492,5,5,2020-04-24
101935,376,15,1,2020-04-02
101936,27,3,5,2020-04-07
101937,351,6,5,2020-04-14
101938,117,11,4,2020-04-02
101939,412,26,1,2020-04-08
101940,9,123,3,2020-04-13
101941,147,30,3,2020-04-06
101942,326,3,3,2020-04-25
101943,353,444,4,2020-04-24
101944,46,1,1,2020-04-28
101945,486,6,1,2020-04-27
101946,46,6,4,2020-04-24
101947,266,13,3,2020-04-25
101948,266,50,2,2020-04-16
101949,294,21,2,2020-04-29
101950,322,19,4,2020-04-08
101951,459,5,5,2020-04-26
101952,297,1,4,2020-04-19
101953,138,3,4,2020-04-28
101954,80,6,3,2020-04-22
101955,431,3,3,2020-04-24
101956,140,2,4,2020-04-06
101957,380,35,5,2020-04-13
101958,115,80,2,2020-04-28
101959,347,23,5,2020-04-04
101960,85,43,1,2020-04-21
101961,161,3,4,2020-04-29
101962,484,6,2,2020-04-20
101963,215,49,1,2020-04-28
101964,254,37,2,2020-04-01
101965,437,10,3,2020-04-05
101966,20,33,1,2020-04-18
101967,295,35,1,2020-04-28
101968,317,24,4,2020-04-28
101969,204,6,1,2020-04-28
101970,30,3,4,2020-04-16
101971,330,5,4,2020-04-05
101972,490,2,2,2020-04-01
101973,157,2,2,2020-04-04
101974,51,50,3,2020-04-05
101975,393,2,4,2020-04-26
101976,473,3,1,2020-04-14
101977,425,27,2,2020-04-08
101978,156,3,5,2020-04-18
101979,373,46,2,2020-04-09
101980,190,10,5,2020-04-21
101981,377,80,4,2020-04-14
101982,311,80,4,2020-04-01
101983,220,8,1,2020-04-16
101984,472,1,3,2020-04-04
101985,361,6,4,2020-04-24
101986,294,1,3,2020-04-30
101987,93,10,2,2020-04-17
101988,470,22,1,2020-04-26
101989,358,39,1,2020-04-28
101990,47,19,1,2020-04-07
101991,225,42,1,2020-04-04
101992,379,2,3,2020-04-30
101993,376,3,3,2020-04-05
101994,195,16,3,2020-04-24
101995,494,3,5,2020-04-18
101996,251,19,2,2020-04-29
101997,483,80,3,2020-04-18
101998,376,37,5,2020-04-08
101999,306,17,1,2020-04-06
102000,226,3,3,2020-04-14
102001,425,2,5,2020-04-20
102002,174,444,1,2020-04-08
102003,323,45,5,2020-04-03
102004,168,23,2,2020-04-30
102005,195,43,2,2020-04-25
102006,103,11,5,2020-04-17
102007,50,27,4,2020-04-30
102008,468,2,3,2020-04-05
102009,183,44,2,2020-04-22
102010,365,13,4,2020-04-24
102011,292,19,4,2020-04-20
102012,98,1,3,2020-04-21
102013,97,6,4,2020-04-16
102014,424,29,3,2020-04-02
102015,8,31,5,2020-04-03
102016,65,25,5,2020-04-22
102017,332,1,3,2020-04-07
102018,215,5,2,2020-04-02
102019,414,21,5,2020-04-11
102020,242,1,5,2020-04-09
102021,369,3,1,2020-04-08
102022,190,36,5,2020-04-17
102023,214,8,2,2020-04-27
102024,184,42,2,2020-04-18
102025,108,30,1,2020-04-22
102026,242,44,4,2020-04-08
102027,5,8,5,2020-04-26
102028,23,3,4,2020-04-08
102029,200,6,4,2020-04-25
102030,101,2,1,2020-04-16
102031,287,39,4,2020-04-30
102032,373,2,4,2020-04-24
102033,418,26,5,2020-04-05
102034,123,6,1,2020-04-07
102035,162,29,5,2020-04-06
102036,487,3,2,2020-04-17
102037,87,22,4,2020-04-23
102038,483,44,3,2020-04-26
102039,255,123,2,2020-04-18
102040,241,18,2,2020-04-19
102041,62,10,4,2020-04-03
102042,308,42,1,2020-04-15
102043,312,46,3,2020-04-26
102044,235,41,4,2020-04-20
102045,466,10,5,2020-04-27
102046,375,2,1,2020-04-03
102047,209,21,3,2020-04-15
102048,462,44,1,2020-04-30
102049,353,2,5,2020-04-27
102050,242,22,1,2020-04-23
102051,307,50,3,2020-04-17
102052,383,11,5,2020-04-02
102053,106,2,5,2020-04-30
102054,491,6,4,2020-04-15
102055,499,11,3,2020-04-07
102056,365,6,3,2020-04-06
102057,90,1,1,2020-04-19
102058,144,10,1,2020-04-29
102059,365,27,2,2020-04-09
102060,313,22,4,2020-04-04
102061,199,28,3,2020-04-23
102062,173,10,1,2020-04-23
102063,461,36,4,2020-04-19
102064,308,29,4,2020-04-22
102065,129,28,4,2020-04-30
102066,196,46,5,2020-04-22
102067,311,8,2,2020-04-24
102068,113,6,5,2020-04-05
102069,67,37,1,2020-04-24
102070,421,43,2,2020-04-16
102071,20,5,1,2020-04-30
102072,5,8,4,2020-04-12
102073,441,8,3,2020-04-02
102074,413,45,5,2020-04-02
102075,171,20,1,2020-04-19
102076,360,5,5,2020-04-06
102077,284,6,2,2020-04-23
102078,314,3,3,2020-04-25
102079,335,3,1,2020-04-27
102080,217,1,3,2020-04-30
102081,44,5,4,2020-04-14
102082,239,36,4,2020-04-15
102083,170,12,3,2020-04-13
102084,469,10,1,2020-04-18
102085,227,1,4,2020-04-05
102086,234,8,4,2020-04-24
102087,169,35,3,2020-04-02
102088,188,1,3,2020-04-11
102089,417,1,3,2020-04-03
102090,450,2,1,2020-04-10
102091,341,31,3,2020-04-19
102092,195,17,4,2020-04-25
102093,135,37,1,2020-04-24
102094,492,26,2,2020-04-11
102095,468,6,1,2020-04-12
102096,314,3,1,2020-04-29
102097,190,15,5,2020-04-04
102098,149,444,3,2020-04-06
102099,416,39,2,2020-04-17
102100,273,20,2,2020-04-27
102101,372,1,5,2020-04-13
102102,474,6,3,2020-04-10
102103,226,12,1,2020-04-03
102104,493,11,3,2020-04-06
102105,309,3,5,2020-04-12
102106,371,39,2,2020-04-04
102107,441,3,5,2020-04-12
102108,132,2,1,2020-04-14
102109,343,3,3,2020-04-27
102110,312,1,2,2020-04-24
102111,493,5,4,2020-04-14
102112,22,16,2,2020-04-09
102113,54,47,2,2020-04-07
102114,102,16,3,2020-04-24
102115,46,3,4,2020-04-14
102116,31,2,2,2020-04-29
102117,483,26,2,2020-04-30
102118,187,2,4,2020-04-11
102119,472,46,1,2020-04-16
102120,217,80,3,2020-04-08
102121,351,19,3,2020-04-15
102122,172,3,5,2020-04-06
102123,24,33,3,2020-04-15
102124,210,40,1,2020-04-12
102125,87,80,3,2020-04-29
102126,33,39,5,2020-04-26
102127,233,49,2,2020-04-14
102128,455,10,4,2020-04-01
102129,300,5,5,2020-04-06
102130,242,39,1,2020-04-02
102131,263,6,4,2020-04-15
102132,240,33,1,2020-04-28
102133,22,6,2,2020-04-26
102134,437,2,2,2020-04-01
102135,20,33,5,2020-04-22
102136,337,3,2,2020-04-15
102137,498,30,1,2020-04-14
102138,138,11,2,2020-04-26
102139,491,2,5,2020-04-25
102140,52,1,1,2020-04-03
102141,348,38,1,2020-04-06
102142,263,13,5,2020-04-30
102143,291,8,4,2020-04-09
102144,128,16,5,2020-04-23
102145,357,6,2,2020-04-21
102146,461,37,5,2020-04-12
102147,73,41,3,2020-04-22
102148,83,444,3,2020-04-25
102149,384,6,2,2020-04-19
102150,266,2,4,2020-04-09
102151,264,3,2,2020-04-27
102152,248,6,1,2020-04-08
102153,144,46,5,2020-04-16
102154,490,29,5,2020-04-02
102155,500,1,3,2020-04-30
102156,441,6,5,2020-04-30
102157,216,16,4,2020-04-15
102158,128,35,5,2020-04-07
102159,326,6,1,2020-04-14
102160,277,10,1,2020-04-04
102161,152,5,2,2020-04-15
102162,333,3,3,2020-04-18
102163,12,30,3,2020-04-09
102164,79,44,4,2020-04-29
102165,131,10,3,2020-04-28
102166,228,24,4,2020-04-29
102167,79,5,5,2020-04-29
102168,371,10,2,2020-04-05
102169,71,8,5,2020-04-13
102170,71,50,2,2020-04-10
102171,9,10,3,2020-04-01
102172,283,28,5,2020-04-03
102173,238,22,2,2020-04-14
102174,71,41,2,2020-04-02
102175,139,8,1,2020-04-20
102176,434,32,1,2020-04-10
102177,13,3,4,2020-04-26
102178,386,20,5,2020-04-27
102179,79,44,3,2020-04-21
102180,302,2,4,2020-04-29
102181,131,21,2,2020-04-25
102182,196,41,2,2020-04-15
102183,289,17,1,2020-04-22
102184,420,6,3,2020-04-16
102185,400,20,3,2020-04-28
102186,373,18,2,2020-04-17
102187,364,30,5,2020-04-05
102188,45,8,2,2020-04-25
102189,230,1,5,2020-04-20
102190,340,29,4,2020-04-17
102191,436,36,5,2020-04-19
102192,344,8,3,2020-04-06
102193,263,16,2,2020-04-13
102194,309,2,4,2020-04-02
102195,196,20,3,2020-04-10
102196,323,25,1,2020-04-16
102197,398,5,4,2020-04-14
102198,38,13,4,2020-04-13
102199,416,6,3,2020-04-02
102200,91,3,1,2020-04-20
102201,260,8,2,2020-04-02
102202,303,12,1,2020-04-01
102203,366,1,4,2020-04-17
102204,286,11,5,2020-04-11
102205,21,13,2,2020-04-09
102206,160,8,4,2020-04-18
102207,320,33,5,2020-04-28
102208,481,12,5,2020-04-29
102209,252,5,2,2020-04-23
102210,51,38,4,2020-04-15
102211,265,40,2,2020-04-27
102212,426,13,4,2020-04-20
102213,231,23,2,2020-04-24
102214,218,2,4,2020-04-04
102215,438,28,3,2020-04-08
102216,166,23,3,2020-04-04
102217,182,2,1,2020-04-01
102218,316,38,3,2020-04-21
102219,147,22,1,2020-04-26
102220,264,10,3,2020-04-11
102221,464,8,2,2020-04-18
102222,371,1,1,2020-04-23
102223,253,21,2,2020-04-22
102224,435,45,1,2020-04-12
102225,350,10,4,2020-04-29
102226,182,1,1,2020-04-22
102227,194,27,2,2020-04-27
102228,197,3,2,2020-04-11
102229,376,2,2,2020-04-13
102230,193,26,2,2020-04-05
102231,230,3,1,2020-04-10
102232,396,18,1,2020-04-22
102233,199,36,1,2020-04-03
102234,483,36,5,2020-04-26
102235,286,25,3,2020-04-12
102236,113,19,3,2020-04-15
102237,411,44,1,2020-04-18
102238,316,45,2,2020-04-24
102239,253,1,2,2020-04-11
102240,2,80,1,2020-04-01
102241,437,50,3,2020-04-22
102242,461,49,1,2020-04-06
102243,241,39,1,2020-04-06
102244,426,17,4,2020-04-03
102245,245,18,1,2020-04-08
102246,387,10,5,2020-04-16
102247,468,40,5,2020-04-08
102248,16,22,4,2020-04-30
102249,383,2,3,2020-04-19
102250,14,39,2,2020-04-17
102251,276,10,3,2020-04-22
102252,478,40,5,2020-04-11
102253,455,6,2,2020-04-28
102254,176,17,5,2020-04-22
102255,203,30,1,2020-04-12
102256,338,10,4,2020-04-10
102257,303,8,1,2020-04-15
102258,180,47,3,2020-04-04
102259,313,5,4,2020-04-22
102260,83,123,1,2020-04-08
102261,346,1,2,2020-04-01
102262,445,12,2,2020-04-18
102263,157,444,1,2020-04-02
102264,209,11,3,2020-04-13
102265,242,123,5,2020-04-19
102266,390,1,4,2020-04-18
102267,129,10,2,2020-04-22
102268,345,1,2,2020-04-27
102269,83,21,3,2020-04-14
102270,12,35,5,2020-04-19
102271,227,18,2,2020-04-20
102272,198,5,3,2020-04-19
102273,173,10,1,2020-04-07
102274,492,1,4,2020-04-22
102275,202,45,3,2020-04-06
102276,479,1,3,2020-04-10
102277,267,16,2,2020-04-04
102278,315,19,1,2020-04-07
102279,400,1,2,2020-04-14
102280,166,5,1,2020-04-03
102281,280,16,1,2020-04-06
102282,315,13,4,2020-04-12
102283,490,44,5,2020-04-09
102284,55,3,1,2020-04-20
102285,69,2,3,2020-04-17
102286,382,2,4,2020-04-12
102287,366,2,5,2020-04-22
102288,265,10,2,2020-04-12
102289,337,19,4,2020-04-11
102290,369,2,2,2020-04-28
102291,451,1,1,2020-04-22
102292,365,30,1,2020-04-26
102293,161,30,2,2020-04-18
102294,153,38,2,2020-04-03
102295,111,39,5,2020-04-13
102296,399,18,2,2020-04-22
102297,239,444,4,2020-04-18
102298,274,3,4,2020-04-09
102299,325,5,3,2020-04-12
102300,95,1,4,2020-04-12
102301,133,10,5,2020-04-17
102302,389,13,1,2020-04-19
102303,492,10,1,2020-04-13
102304,340,3,5,2020-04-30
102305,46,31,5,2020-04-09
102306,99,27,5,2020-04-03
102307,404,23,2,2020-04-25
102308,215,5,5,2020-04-19
102309,235,2,2,2020-04-23
102310,237,10,3,2020-04-16
102311,90,29,1,2020-04-02
102312,125,36,3,2020-04-06
102313,50,6,4,2020-04-30
102314,310,80,2,2020-04-12
102315,266,80,5,2020-04-10
102316,324,3,2,2020-04-15
102317,181,10,3,2020-04-15
102318,231,42,1,2020-04-11
102319,134,16,4,2020-04-21
102320,139,5,2,2020-04-18
102321,340,31,2,2020-04-28
102322,334,6,3,2020-04-06
102323,266,5,3,2020-04-16
102324,126,123,3,2020-04-11
102325,219,8,5,2020-04-08
102326,375,20,5,2020-04-25
102327,420,11,1,2020-04-21
102328,81,5,5,2020-04-10
102329,146,2,1,2020-04-30
102330,31,25,2,2020-04-16
102331,61,6,3,2020-04-22
102332,305,1,1,2020-04-26
102333,250,6,4,2020-04-18
102334,447,21,1,2020-04-04
102335,201,17,3,2020-04-14
102336,70,35,1,2020-04-07
102337,49,2,5,2020-04-11
102338,387,444,1,2020-04-24
102339,247,31,3,2020-04-03
102340,479,8,3,2020-04-14
102341,41,80,2,2020-04-25
102342,3,50,1,2020-04-17
102343,446,46,3,2020-04-18
102344,375,41,5,2020-04-05
102345,219,1,3,2020-04-10
102346,444,28,4,2020-04-06
102347,351,25,4,2020-04-11
102348,20,40,1,2020-04-26
102349,268,25,1,2020-04-13
102350,409,21,5,2020-04-11
102351,489,3,1,2020-04-20
102352,370,43,4,2020-04-19
102353,255,3,3,2020-04-04
102354,438,8,3,2020-04-04
102355,212,36,4,2020-04-10
102356,336,2,2,2020-04-18
102357,142,36,5,2020-04-25
102358,448,18,2,2020-04-27
102359,26,11,5,2020-04-27
102360,368,1,5,2020-04-14
102361,249,1,1,2020-04-18
102362,340,5,4,2020-04-24
102363,336,5,1,2020-04-23
102364,266,43,3,2020-04-16
102365,291,35,4,2020-04-02
102366,144,37,5,2020-04-09
102367,200,31,1,2020-04-29
102368,85,49,1,2020-04-23
102369,166,10,3,2020-04-18
102370,110,41,5,2020-04-30
102371,347,27,2,2020-04-27
102372,316,3,3,2020-04-30
102373,384,3,3,2020-04-01
102374,22,2,2,2020-04-03
102375,93,8,3,2020-04-04
102376,395,38,4,2020-04-06
102377,169,50,5,2020-04-04
102378,187,36,4,2020-04-27
102379,297,37,4,2020-04-05
102380,371,26,2,2020-04-28
102381,23,3,5,2020-04-17
102382,93,18,5,2020-04-02
102383,500,25,5,2020-04-18
102384,424,10,4,2020-04-09
102385,180,1,1,2020-04-27
102386,74,16,2,2020-04-17
102387,8,26,5,2020-04-28
102388,402,6,3,2020-04-29
102389,281,80,3,2020-04-12
102390,431,2,5,2020-04-03
102391,204,1,2,2020-04-26
102392,461,37,5,2020-04-08
102393,118,50,3,2020-04-05
102394,495,10,4,2020-04-01
102395,298,123,5,2020-04-22
102396,119,44,5,2020-04-28
102397,26,2,5,2020-04-04
102398,271,12,1,2020-04-02
102399,415,2,4,2020-04-25
102400,40,18,1,2020-04-24
102401,187,19,2,2020-04-24
102402,446,1,3,2020-04-29
102403,175,8,3,2020-04-27
102404,446,44,4,2020-04-03
102405,471,26,2,2020-04-28
102406,273,48,2,2020-04-25
102407,241,24,1,2020-04-15
102408,274,20,1,2020-04-17
102409,339,22,5,2020-04-20
102410,165,3,5,2020-04-12
102411,69,18,4,2020-04-14
102412,233,2,1,2020-04-23
102413,435,1,1,2020-04-12
102414,332,8,3,2020-04-22
102415,209,20,2,2020-04-09
102416,367,18,2,2020-04-27
102417,48,5,3,2020-04-12
102418,213,80,2,2020-04-03
102419,188,2,4,2020-04-02
102420,199,6,5,2020-04-28
102421,259,25,5,2020-04-11
102422,185,10,5,2020-04-02
102423,345,3,1,2020-04-21
102424,403,40,4,2020-04-11
102425,440,8,5,2020-04-12
102426,441,3,4,2020-04-28
102427,46,1,5,2020-04-19
102428,131,1,5,2020-04-06
102429,25,29,5,2020-04-21
102430,202,1,4,2020-04-03
102431,213,35,1,2020-04-08
102432,3,47,1,2020-04-08
102433,373,6,1,2020-04-08
102434,356,26,5,2020-04-22
102435,249,31,1,2020-04-14
102436,494,6,4,2020-04-08
102437,414,43,3,2020-04-05
102438,17,17,4,2020-04-23
102439,318,32,5,2020-04-27
102440,236,10,4,2020-04-09
102441,232,444,5,2020-04-23
102442,172,31,3,2020-04-22
102443,39,1,2,2020-04-04
102444,107,3,4,2020-04-03
102445,298,5,4,2020-04-18
102446,328,10,3,2020-04-02
102447,204,13,4,2020-04-04
102448,281,10,5,2020-04-27
102449,197,30,4,2020-04-12
102450,435,38,2,2020-04-09
102451,296,19,3,2020-04-18
102452,76,10,4,2020-04-16
102453,258,25,4,2020-04-05
102454,23,3,5,2020-04-08
102455,275,39,5,2020-04-04
102456,466,6,2,2020-04-10
102457,35,37,2,2020-04-27
102458,232,37,4,2020-04-11
102459,178,26,4,2020-04-03
102460,403,22,4,2020-04-25
102461,154,17,1,2020-04-13
102462,479,33,2,2020-04-11
102463,381,19,5,2020-04-10
102464,301,6,3,2020-04-11
102465,132,8,1,2020-04-14
102466,261,2,5,2020-04-21
102467,333,35,4,2020-04-07
102468,415,18,4,2020-04-09
102469,338,43,4,2020-04-20
102470,324,43,1,2020-04-13
102471,42,33,5,2020-04-07
102472,487,8,5,2020-04-13
102473,102,49,2,2020-04-01
102474,429,12,1,2020-04-02
102475,291,49,2,2020-04-06
102476,397,10,4,2020-04-24
102477,127,6,5,2020-04-14
102478,193,1,4,2020-04-09
102479,185,46,5,2020-04-18
102480,475,2,2,2020-04-30
102481,152,8,2,2020-04-05
102482,21,36,4,2020-04-14
102483,212,6,3,2020-04-13
102484,188,5,2,2020-04-24
102485,267,39,3,2020-04-12
102486,495,32,5,2020-04-27
102487,256,1,2,2020-04-10
102488,432,8,2,2020-04-11
102489,95,2,2,2020-04-11
102490,494,30,1,2020-04-20
102491,8,1,4,2020-04-24
102492,8,8,1,2020-04-02
102493,251,3,4,2020-04-22
102494,318,39,2,2020-04-21
102495,423,10,5,2020-04-08
102496,486,18,2,2020-04-26
102497,9,40,1,2020-04-01
102498,344,21,2,2020-04-29
102499,47,48,2,2020-04-29
102500,64,39,1,2020-04-17
102501,497,6,5,2020-04-20
102502,381,25,1,2020-04-01
102503,25,5,5,2020-04-17
102504,219,36,5,2020-04-07
102505,469,10,2,2020-04-16
102506,497,38,5,2020-04-16
102507,334,25,5,2020-04-01
102508,16,24,3,2020-04-28
102509,58,5,2,2020-04-15
102510,321,19,3,2020-04-25
102511,43,3,1,2020-04-22
102512,78,10,5,2020-04-06
102513,301,25,4,2020-04-01
102514,350,32,3,2020-04-02
102515,426,15,5,2020-04-07
102516,156,35,5,2020-04-22
102517,94,123,4,2020-04-17
102518,406,45,5,2020-04-25
102519,347,80,2,2020-04-28
102520,127,6,4,2020-04-30
102521,243,2,5,2020-04-27
102522,451,444,5,2020-04-21
102523,365,5,2,2020-04-27
102524,156,29,5,2020-04-24
102525,25,10,3,2020-04-25
102526,308,13,1,2020-04-27
102527,447,1,5,2020-04-06
102528,253,49,1,2020-04-06
102529,121,5,4,2020-04-22
102530,460,8,5,2020-04-14
102531,200,33,4,2020-04-03
102532,201,444,4,2020-04-07
102533,279,6,3,2020-04-15
102534,318,2,3,2020-04-27
102535,149,3,2,2020-04-10
102536,346,18,5,2020-04-25
102537,124,20,5,2020-04-28
102538,480,49,2,2020-04-22
102539,351,41,4,2020-04-19
102540,58,48,2,2020-04-17
102541,328,32,2,2020-04-10
102542,314,6,1,2020-04-20
102543,497,8,4,2020-04-23
102544,408,20,4,2020-04-20
102545,3,37,5,2020-04-11
102546,375,49,1,2020-04-03
102547,131,15,5,2020-04-22
102548,419,3,4,2020-04-08
102549,48,19,4,2020-04-27
102550,479,35,3,2020-04-22
102551,450,13,5,2020-04-07
102552,250,3,5,2020-04-23
102553,229,32,4,2020-04-18
102554,9,2,2,2020-04-23
102555,93,35,4,2020-04-11
102556,5,21,3,2020-04-06
102557,269,11,2,2020-04-28
102558,91,36,4,2020-04-09
102559,332,42,2,2020-04-06
102560,370,2,2,2020-04-10
102561,184,32,1,2020-04-04
102562,434,21,5,2020-04-11
102563,274,1,5,2020-04-13
102564,129,5,4,2020-04-28
102565,147,3,5,2020-04-19
102566,387,3,2,2020-04-03
102567,252,37,3,2020-04-22
102568,235,36,2,2020-04-28
102569,160,3,3,2020-04-08
102570,352,50,4,2020-04-24
102571,158,44,1,2020-04-14
102572,173,10,5,2020-04-20
102573,231,5,3,2020-04-07
102574,333,2,4,2020-04-08
102575,69,45,2,2020-04-08
102576,64,35,1,2020-04-07
102577,492,10,3,2020-04-16
102578,334,2,4,2020-04-14
102579,73,21,5,2020-04-15
102580,46,25,2,2020-04-19
102581,333,80,4,2020-04-12
102582,397,10,5,2020-04-20
102583,416,38,2,2020-04-10
102584,113,32,4,2020-04-30
102585,127,49,4,2020-04-07
102586,112,10,1,2020-04-19
102587,13,11,3,2020-04-20
102588,172,30,4,2020-04-28
102589,59,19,1,2020-04-05
102590,114,5,5,2020-04-30
102591,196,6,2,2020-04-24
102592,260,27,2,2020-04-19
102593,379,1,5,2020-04-28
102594,296,6,5,2020-04-20
102595,214,5,2,2020-04-10
102596,11,32,5,2020-04-10
102597,480,6,3,2020-04-01
102598,427,35,1,2020-04-09
102599,435,47,4,2020-04-14
102600,321,39,5,2020-04-05
102601,261,46,1,2020-04-16
102602,358,39,3,2020-04-28
102603,65,13,3,2020-04-13
102604,299,123,1,2020-04-14
102605,315,5,5,2020-04-29
102606,49,3,3,2020-04-21
102607,59,39,1,2020-04-23
102608,176,6,3,2020-04-29
102609,139,48,3,2020-04-13
102610,260,123,2,2020-04-26
102611,454,11,5,2020-04-16
102612,271,37,1,2020-04-22
102613,41,39,3,2020-04-06
102614,53,1,5,2020-04-20
102615,193,1,2,2020-04-25
102616,229,1,1,2020-04-19
102617,285,24,5,2020-04-19
102618,469,123,5,2020-04-28
102619,215,23,4,2020-04-14
102620,195,3,2,2020-04-25
102621,433,80,2,2020-04-18
102622,441,18,5,2020-04-21
102623,249,43,2,2020-04-15
102624,461,444,3,2020-04-28
102625,319,8,3,2020-04-13
102626,229,24,3,2020-04-01
102627,306,43,5,2020-04-29
102628,362,32,1,2020-04-25
102629,388,20,1,2020-04-25
102630,17,31,2,2020-04-30
102631,141,6,1,2020-04-03
102632,403,13,1,2020-04-27
102633,381,6,1,2020-04-04
102634,299,1,4,2020-04-16
102635,159,2,3,2020-04-16
102636,463,6,1,2020-04-03
102637,265,21,5,2020-04-19
